"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Single Year of Age","C03789V04537","Administrative Counties","UNIT","VALUE"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","161"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","158"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","236"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","412"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","179"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","235"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","210"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","168"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","71"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","235"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","38"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","204"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","106"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","92"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","98"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","168"
"FY006AC01","Population","2022","2022","1","Male","086","86 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","72"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","IE0","Ireland","Number","4515"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","57"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","509"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","288"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","185"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","203"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","140"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","107"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","65"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","37"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","90"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","142"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","73"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","99"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","140"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","116"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","113"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","219"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","336"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","164"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","191"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","161"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","130"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","52"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","195"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","50"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","155"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","92"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","91"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","75"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","177"
"FY006AC01","Population","2022","2022","1","Male","087","87 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","63"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","IE0","Ireland","Number","3771"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","37"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","444"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","256"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","105"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","138"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","101"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","77"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","52"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","42"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","101"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","111"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","72"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","69"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","153"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","94"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","114"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","163"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","263"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","139"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","148"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","145"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","108"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","66"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","176"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","34"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","154"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","75"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","68"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","83"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","131"
"FY006AC01","Population","2022","2022","1","Male","088","88 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","52"
"FY006AC01","Population","2022","2022","1","Male","089","89 years","IE0","Ireland","Number","3036"
"FY006AC01","Population","2022","2022","1","Male","089","89 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","32"
"FY006AC01","Population","2022","2022","1","Male","089","89 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","354"
"FY006AC01","Population","2022","2022","1","Male","089","89 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","194"
"FY006AC01","Population","2022","2022","1","Male","089","89 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","141"
"FY006AC01","Population","2022","2022","1","Male","089","89 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","131"
"FY006AC01","Population","2022","2022","1","Male","089","89 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","82"
"FY006AC01","Population","2022","2022","1","Male","089","89 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","73"
